folder,direct_files,descendant_files,authority_surface,canonical_owner,disposition,execution_wave,founder_gate,blocker,rollback,verification,review_state,classification_basis
12_PUBLIC_SITE/book-pwa/src/app/api/users/[id]/role,2,2,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/book-pwa/src/app/api/users/role-audits,2,2,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/book-pwa/src/app/book,0,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/book-pwa/src/app/book/[id],1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/book-pwa/src/app/pricing,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/book-pwa/src/components,0,3,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/book-pwa/src/components/outliner,3,3,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/book-pwa/src/lib,5,23,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/book-pwa/src/lib/__tests__,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/book-pwa/src/lib/aia,11,17,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/book-pwa/src/lib/aia/__tests__,6,6,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/build,3,3,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/burrisphere,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/canon,1,9,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/canon/the-burrisphere,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/canon/the-complete-ontology-of-reality,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/canon/the-five-plus-one-constitution,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/canon/the-generative-table,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/canon/the-geometric-ontology-of-reality,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/canon/the-logarithmic-realignment,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/canon/the-ontology-index,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/canon/the-reciprocal-public-edition,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/compass,1,2,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/compass/_archive,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/complete-ontology,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/cosmology,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/dasein,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/dimensions,2,2,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/docs,0,2,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/docs/legacy,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/docs/superpowers,0,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/docs/superpowers/specs,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/epistemology,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/exit,4,4,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/fable,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/finity-papers,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/five-plus-one,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal,1,38,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal/00-correction-wolfram-nks,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal/00-kstar-disambiguation,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal/00-the-seven-axioms,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal/08-efr-power-max-lemma,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal/09-efr-godel-clarification,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal/10-efr-mu-limit-formula,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal/11-efr-triadic-stability,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal/12-efr-extraction-coefficient,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal/13-efr-two-sacrifices,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal/14-efr-epistemology-triad,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal/15-efr-wolfram-nks-integration,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal/16-efr-transcendentals,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal/17-efr-ontology-complete,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal/18-efr-methodology-complete,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal/19-efr-geometric-exclusion,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal/20-efr-operators-on-complex-plane,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal/21-triadic-stability-correspondence,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal/22-power-max-demonstration,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal/23-dimensional-closure-proof,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal/24-geometric-exclusion-convergence,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal/25-steel-thread,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal/26-the-derivation-axioms,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal/27-dimensional-architecture-clarification,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal/28-efr-hygiene-boundary-theorem,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal/29-primitives-and-type-signatures,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal/30-operational-definitions,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal/31-falsifiers-index,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal/32-theorem-upgrade-protocol,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal/33-nash-equilibrium-eta-zero,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal/34-d4-d5-canonical-reference,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal/35-phi-meter-v1-spec,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal/36-runtime-lens-v1-spec,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal/37-adoption-lens-v1-spec,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal/38-quantum-foundations-confirmation-boundary,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal/39-suda-cross-validation-protocols,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal/40-the-logarithmic-realignment,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/formal/41-unified-dimensional-derivation,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/foundations,1,13,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/foundations/commandment-vs-geometry,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/foundations/i-is-the-equator,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/foundations/ontology-across-dimensions,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/foundations/pratyaksa-as-primary-disclosure,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/foundations/the-framework-on-its-own-teleology-spectrum,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/foundations/the-hidden-center-of-the-framework,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/foundations/the-honest-position,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/foundations/the-honesty-protocol-standalone,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/foundations/the-pedagogy-of-becoming,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/foundations/the-ring-that-is-the-ground,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/foundations/the-seven-generative-actions-and-ektropy,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/foundations/the-seven-ologies-per-the-rosetta,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/game,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/geometric-ontology,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/ground,1,10,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/ground/00-d5-d6-corpus-stabilization,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/ground/00-d6-as-apophatic-closure,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/ground/00-finity-as-ontological-boundary,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/ground/00-ontology-across-dimensions,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/ground/00-syncretic-map-audit,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/ground/00-the-ontology-of-being,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/ground/00-the-ring-that-is-the-ground,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/ground/00-the-syncretic-map,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/ground/01-apophatic-ground-and-field-structure,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/halahala,3,3,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/home,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
12_PUBLIC_SITE/journey,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
