path,kind,zone,mutability,lead_agentz,support_agentz,agentz_passes,status,last_checked,route,receipt
01_EMERGENTISM_ORG/90_ARCHIVE,folder,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/ETHICS/equatorial-balance/README.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/ETHICS/four-quadrants/README.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/GEOMETRY/00_BRIEF.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/GEOMETRY/00_GARDENER_NEXUS.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/GEOMETRY/conjectures/README.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/GEOMETRY/proofs/README.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/GEOMETRY/visualization/burri-sphere.html,web-source,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/GEOMETRY/visualization/sphere-single.html,web-source,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/GEOMETRY/visualization/torus-phase-transition.html,web-source,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/GREAT_FILTER/00_BRIEF.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/GREAT_FILTER/00_GARDENER_NEXUS.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/GREAT_FILTER/mesh-solution/README.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/GREAT_FILTER/open-source-as-mesh/README.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/GREAT_FILTER/southward-drift/README.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/LICENSE.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/NEUROSCIENCE_CORE/00_BRIEF.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/NEUROSCIENCE_CORE/00_GARDENER_NEXUS.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/NEUROSCIENCE_CORE/dmn/README.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/NEUROSCIENCE_CORE/flow/README.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/NEUROSCIENCE_CORE/hemispheres/README.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/PHYSICS/00_BRIEF.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/PHYSICS/00_GARDENER_NEXUS.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/PHYSICS/ccc/README.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/PHYSICS/quantum/README.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/PHYSICS/torus-sphere/README.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/PRACTICE/00_BRIEF.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/PRACTICE/00_GARDENER_NEXUS.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/PRACTICE/building/README.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/PRACTICE/connecting/README.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/PRACTICE/sitting/README.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/README.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/TRADITIONS/00_BRIEF.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/TRADITIONS/00_GARDENER_NEXUS.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/TRADITIONS/as-above-so-below/README.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/TRADITIONS/garden-of-eden/README.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/TRADITIONS/nataraja/README.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/TRADITIONS/upanishads/README.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/README.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/README_COMPLETE.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/RESEARCH_BRIEF_R_STAR_SIMULATION.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/WEBSITE_AUDIT_REPORT_2026_04_07.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/WEBSITE_ENHANCEMENTS.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/riemann.pdf,asset-or-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/standalone/AGENTS.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/standalone/CLAUDE.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/standalone/README.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/standalone/dimensional-emergence-simulation.html,web-source,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/standalone/dimensional-emergence-simulation.inline.css,web-source,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
