path,kind,zone,mutability,lead_agentz,support_agentz,agentz_passes,status,last_checked,route,receipt
01_EMERGENTISM/05_COSMOLOGY,folder,cosmology-root,active-cosmology-with-model-boundary,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ROUTE_SURFACE_COVERED,2026-06-04,"Cosmology root; formula block, S2 geometry, Burrisphere, Weltanschauung, and model boundaries.",03_AGENTZ_DEPLOYMENT_05_COSMOLOGY_2026_06_04.md
01_EMERGENTISM/05_COSMOLOGY/03_FORMAL_SYSTEM/20_EFR_OPERATORS_ON_COMPLEX_PLANE.md,markdown-document,formal-system,formal-system-with-proof-tier-discipline,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,DOCUMENT_COVERED,2026-06-04,"Formal-system surface; keep axiom, theorem, falsifier, and proof-tier discipline explicit.",03_AGENTZ_DEPLOYMENT_05_COSMOLOGY_2026_06_04.md
01_EMERGENTISM/05_COSMOLOGY/03_FORMAL_SYSTEM/21_TRIADIC_STABILITY_CORRESPONDENCE.md,markdown-document,formal-system,formal-system-with-proof-tier-discipline,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,DOCUMENT_COVERED,2026-06-04,"Formal-system surface; keep axiom, theorem, falsifier, and proof-tier discipline explicit.",03_AGENTZ_DEPLOYMENT_05_COSMOLOGY_2026_06_04.md
01_EMERGENTISM/05_COSMOLOGY/03_FORMAL_SYSTEM/22_POWER_MAX_DEMONSTRATION.md,markdown-document,formal-system,formal-system-with-proof-tier-discipline,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,DOCUMENT_COVERED,2026-06-04,"Formal-system surface; keep axiom, theorem, falsifier, and proof-tier discipline explicit.",03_AGENTZ_DEPLOYMENT_05_COSMOLOGY_2026_06_04.md
01_EMERGENTISM/05_COSMOLOGY/03_FORMAL_SYSTEM/23_DIMENSIONAL_CLOSURE_PROOF.md,markdown-document,formal-system,formal-system-with-proof-tier-discipline,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,DOCUMENT_COVERED,2026-06-04,"Formal-system surface; keep axiom, theorem, falsifier, and proof-tier discipline explicit.",03_AGENTZ_DEPLOYMENT_05_COSMOLOGY_2026_06_04.md
01_EMERGENTISM/05_COSMOLOGY/03_FORMAL_SYSTEM/24_GEOMETRIC_EXCLUSION_CONVERGENCE.md,markdown-document,formal-system,formal-system-with-proof-tier-discipline,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,DOCUMENT_COVERED,2026-06-04,"Formal-system surface; keep axiom, theorem, falsifier, and proof-tier discipline explicit.",03_AGENTZ_DEPLOYMENT_05_COSMOLOGY_2026_06_04.md
01_EMERGENTISM/05_COSMOLOGY/03_FORMAL_SYSTEM/25_STEEL_THREAD.md,markdown-document,formal-system,formal-system-with-proof-tier-discipline,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,DOCUMENT_COVERED,2026-06-04,"Formal-system surface; keep axiom, theorem, falsifier, and proof-tier discipline explicit.",03_AGENTZ_DEPLOYMENT_05_COSMOLOGY_2026_06_04.md
01_EMERGENTISM/05_COSMOLOGY/03_FORMAL_SYSTEM/26_THE_DERIVATION_AXIOMS.md,markdown-document,formal-system,formal-system-with-proof-tier-discipline,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,DOCUMENT_COVERED,2026-06-04,"Formal-system surface; keep axiom, theorem, falsifier, and proof-tier discipline explicit.",03_AGENTZ_DEPLOYMENT_05_COSMOLOGY_2026_06_04.md
01_EMERGENTISM/05_COSMOLOGY/03_FORMAL_SYSTEM/27_DIMENSIONAL_ARCHITECTURE_CLARIFICATION.md,markdown-document,formal-system,formal-system-with-proof-tier-discipline,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,DOCUMENT_COVERED,2026-06-04,"Formal-system surface; keep axiom, theorem, falsifier, and proof-tier discipline explicit.",03_AGENTZ_DEPLOYMENT_05_COSMOLOGY_2026_06_04.md
01_EMERGENTISM/05_COSMOLOGY/03_FORMAL_SYSTEM/28_EFR_HYGIENE_BOUNDARY_THEOREM.md,markdown-document,formal-system,formal-system-with-proof-tier-discipline,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,DOCUMENT_COVERED,2026-06-04,"Formal-system surface; keep axiom, theorem, falsifier, and proof-tier discipline explicit.",03_AGENTZ_DEPLOYMENT_05_COSMOLOGY_2026_06_04.md
01_EMERGENTISM/05_COSMOLOGY/03_FORMAL_SYSTEM/29_PRIMITIVES_AND_TYPE_SIGNATURES.md,markdown-document,formal-system,formal-system-with-proof-tier-discipline,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,DOCUMENT_COVERED,2026-06-04,"Formal-system surface; keep axiom, theorem, falsifier, and proof-tier discipline explicit.",03_AGENTZ_DEPLOYMENT_05_COSMOLOGY_2026_06_04.md
01_EMERGENTISM/05_COSMOLOGY/03_FORMAL_SYSTEM/30_OPERATIONAL_DEFINITIONS.md,markdown-document,formal-system,formal-system-with-proof-tier-discipline,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,DOCUMENT_COVERED,2026-06-04,"Formal-system surface; keep axiom, theorem, falsifier, and proof-tier discipline explicit.",03_AGENTZ_DEPLOYMENT_05_COSMOLOGY_2026_06_04.md
01_EMERGENTISM/05_COSMOLOGY/03_FORMAL_SYSTEM/31_FALSIFIERS_INDEX.md,markdown-document,formal-system,formal-system-with-proof-tier-discipline,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,DOCUMENT_COVERED,2026-06-04,"Formal-system surface; keep axiom, theorem, falsifier, and proof-tier discipline explicit.",03_AGENTZ_DEPLOYMENT_05_COSMOLOGY_2026_06_04.md
01_EMERGENTISM/05_COSMOLOGY/03_FORMAL_SYSTEM/32_THEOREM_UPGRADE_PROTOCOL.md,markdown-document,formal-system,formal-system-with-proof-tier-discipline,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,DOCUMENT_COVERED,2026-06-04,"Formal-system surface; keep axiom, theorem, falsifier, and proof-tier discipline explicit.",03_AGENTZ_DEPLOYMENT_05_COSMOLOGY_2026_06_04.md
01_EMERGENTISM/05_COSMOLOGY/03_FORMAL_SYSTEM/33_NASH_EQUILIBRIUM_ETA_ZERO.md,markdown-document,formal-system,formal-system-with-proof-tier-discipline,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,DOCUMENT_COVERED,2026-06-04,"Formal-system surface; keep axiom, theorem, falsifier, and proof-tier discipline explicit.",03_AGENTZ_DEPLOYMENT_05_COSMOLOGY_2026_06_04.md
01_EMERGENTISM/05_COSMOLOGY/03_FORMAL_SYSTEM/34_D4_D5_CANONICAL_REFERENCE.md,markdown-document,formal-system,formal-system-with-proof-tier-discipline,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,DOCUMENT_COVERED,2026-06-04,"Formal-system surface; keep axiom, theorem, falsifier, and proof-tier discipline explicit.",03_AGENTZ_DEPLOYMENT_05_COSMOLOGY_2026_06_04.md
01_EMERGENTISM/05_COSMOLOGY/03_FORMAL_SYSTEM/35_PHI_METER_V1_SPEC.md,markdown-document,formal-system,formal-system-with-proof-tier-discipline,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,DOCUMENT_COVERED,2026-06-04,"Formal-system surface; keep axiom, theorem, falsifier, and proof-tier discipline explicit.",03_AGENTZ_DEPLOYMENT_05_COSMOLOGY_2026_06_04.md
01_EMERGENTISM/05_COSMOLOGY/03_FORMAL_SYSTEM/36_RUNTIME_LENS_V1_SPEC.md,markdown-document,formal-system,formal-system-with-proof-tier-discipline,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,DOCUMENT_COVERED,2026-06-04,"Formal-system surface; keep axiom, theorem, falsifier, and proof-tier discipline explicit.",03_AGENTZ_DEPLOYMENT_05_COSMOLOGY_2026_06_04.md
01_EMERGENTISM/05_COSMOLOGY/03_FORMAL_SYSTEM/37_ADOPTION_LENS_V1_SPEC.md,markdown-document,formal-system,formal-system-with-proof-tier-discipline,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,DOCUMENT_COVERED,2026-06-04,"Formal-system surface; keep axiom, theorem, falsifier, and proof-tier discipline explicit.",03_AGENTZ_DEPLOYMENT_05_COSMOLOGY_2026_06_04.md
01_EMERGENTISM/05_COSMOLOGY/03_FORMAL_SYSTEM/38_QUANTUM_FOUNDATIONS_CONFIRMATION_BOUNDARY.md,markdown-document,formal-system,formal-system-with-proof-tier-discipline,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,DOCUMENT_COVERED,2026-06-04,"Formal-system surface; keep axiom, theorem, falsifier, and proof-tier discipline explicit.",03_AGENTZ_DEPLOYMENT_05_COSMOLOGY_2026_06_04.md
01_EMERGENTISM/05_COSMOLOGY/03_FORMAL_SYSTEM/AGENTS.md,route-card,formal-system,route-card,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ROUTE_CARD_ACTIVE,2026-06-04,"Formal-system surface; keep axiom, theorem, falsifier, and proof-tier discipline explicit.",03_AGENTZ_DEPLOYMENT_05_COSMOLOGY_2026_06_04.md
01_EMERGENTISM/05_COSMOLOGY/03_FORMAL_SYSTEM/CLAUDE.md,compatibility-route-card,formal-system,compatibility-route-card,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,CLAUDE_SHIM_ACTIVE,2026-06-04,"Formal-system surface; keep axiom, theorem, falsifier, and proof-tier discipline explicit.",03_AGENTZ_DEPLOYMENT_05_COSMOLOGY_2026_06_04.md
01_EMERGENTISM/05_COSMOLOGY/03_FORMAL_SYSTEM/README.md,front-door,formal-system,front-door,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,FRONT_DOOR_ACTIVE,2026-06-04,"Formal-system surface; keep axiom, theorem, falsifier, and proof-tier discipline explicit.",03_AGENTZ_DEPLOYMENT_05_COSMOLOGY_2026_06_04.md
01_EMERGENTISM/05_COSMOLOGY/AGENTS.md,route-card,cosmology-root,route-card,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ROUTE_CARD_ACTIVE,2026-06-04,"Cosmology root; formula block, S2 geometry, Burrisphere, Weltanschauung, and model boundaries.",03_AGENTZ_DEPLOYMENT_05_COSMOLOGY_2026_06_04.md
01_EMERGENTISM/05_COSMOLOGY/AUDIT_REPORT_2026-04-25.md,markdown-document,cosmology-root,active-cosmology-with-model-boundary,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,DOCUMENT_COVERED,2026-06-04,"Cosmology root; formula block, S2 geometry, Burrisphere, Weltanschauung, and model boundaries.",03_AGENTZ_DEPLOYMENT_05_COSMOLOGY_2026_06_04.md
01_EMERGENTISM/05_COSMOLOGY/CLAUDE.md,compatibility-route-card,cosmology-root,compatibility-route-card,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,CLAUDE_SHIM_ACTIVE,2026-06-04,"Cosmology root; formula block, S2 geometry, Burrisphere, Weltanschauung, and model boundaries.",03_AGENTZ_DEPLOYMENT_05_COSMOLOGY_2026_06_04.md
01_EMERGENTISM/05_COSMOLOGY/README.md,front-door,cosmology-root,front-door,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,FRONT_DOOR_ACTIVE,2026-06-04,"Cosmology root; formula block, S2 geometry, Burrisphere, Weltanschauung, and model boundaries.",03_AGENTZ_DEPLOYMENT_05_COSMOLOGY_2026_06_04.md
