path,kind,zone,mutability,lead_agentz,support_agentz,agentz_passes,status,last_checked,route,receipt
01_EMERGENTISM_ORG/12_PUBLIC_SITE/book-pwa/src/app/book/[id]/page.tsx,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,SOURCE_PRESERVED_COVERED,2026-06-04,Frozen app source for migration/tombstone/public-claim repair only; not a live product feature lane.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM_ORG/12_PUBLIC_SITE/book-pwa/src/app/favicon.ico,asset-or-document,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,SOURCE_PRESERVED_COVERED,2026-06-04,Frozen app source for migration/tombstone/public-claim repair only; not a live product feature lane.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM_ORG/12_PUBLIC_SITE/book-pwa/src/app/globals.css,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,SOURCE_PRESERVED_COVERED,2026-06-04,Frozen app source for migration/tombstone/public-claim repair only; not a live product feature lane.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM_ORG/12_PUBLIC_SITE/book-pwa/src/app/layout.tsx,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,SOURCE_PRESERVED_COVERED,2026-06-04,Frozen app source for migration/tombstone/public-claim repair only; not a live product feature lane.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM_ORG/12_PUBLIC_SITE/book-pwa/src/app/page.tsx,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,SOURCE_PRESERVED_COVERED,2026-06-04,Frozen app source for migration/tombstone/public-claim repair only; not a live product feature lane.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM_ORG/12_PUBLIC_SITE/book-pwa/src/app/pricing/page.tsx,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,SOURCE_PRESERVED_COVERED,2026-06-04,Frozen app source for migration/tombstone/public-claim repair only; not a live product feature lane.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM_ORG/12_PUBLIC_SITE/book-pwa/src/components/outliner/GraphProvider.tsx,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,SOURCE_PRESERVED_COVERED,2026-06-04,Frozen app source for migration/tombstone/public-claim repair only; not a live product feature lane.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM_ORG/12_PUBLIC_SITE/book-pwa/src/components/outliner/Node.tsx,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,SOURCE_PRESERVED_COVERED,2026-06-04,Frozen app source for migration/tombstone/public-claim repair only; not a live product feature lane.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM_ORG/12_PUBLIC_SITE/book-pwa/src/components/outliner/OutlineViewport.tsx,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,SOURCE_PRESERVED_COVERED,2026-06-04,Frozen app source for migration/tombstone/public-claim repair only; not a live product feature lane.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM_ORG/12_PUBLIC_SITE/book-pwa/src/lib/__tests__/store.test.ts,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,SOURCE_PRESERVED_COVERED,2026-06-04,Frozen app source for migration/tombstone/public-claim repair only; not a live product feature lane.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM_ORG/12_PUBLIC_SITE/book-pwa/src/lib/aia/INTEGRATION.md,markdown-document,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,SOURCE_PRESERVED_COVERED,2026-06-04,Frozen app source for migration/tombstone/public-claim repair only; not a live product feature lane.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM_ORG/12_PUBLIC_SITE/book-pwa/src/lib/aia/__tests__/consistency.test.ts,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,SOURCE_PRESERVED_COVERED,2026-06-04,Frozen app source for migration/tombstone/public-claim repair only; not a live product feature lane.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM_ORG/12_PUBLIC_SITE/book-pwa/src/lib/aia/__tests__/constitution.test.ts,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,SOURCE_PRESERVED_COVERED,2026-06-04,Frozen app source for migration/tombstone/public-claim repair only; not a live product feature lane.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM_ORG/12_PUBLIC_SITE/book-pwa/src/lib/aia/__tests__/contradiction.test.ts,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,SOURCE_PRESERVED_COVERED,2026-06-04,Frozen app source for migration/tombstone/public-claim repair only; not a live product feature lane.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM_ORG/12_PUBLIC_SITE/book-pwa/src/lib/aia/__tests__/dag.test.ts,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,SOURCE_PRESERVED_COVERED,2026-06-04,Frozen app source for migration/tombstone/public-claim repair only; not a live product feature lane.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM_ORG/12_PUBLIC_SITE/book-pwa/src/lib/aia/__tests__/ledger.test.ts,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,SOURCE_PRESERVED_COVERED,2026-06-04,Frozen app source for migration/tombstone/public-claim repair only; not a live product feature lane.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM_ORG/12_PUBLIC_SITE/book-pwa/src/lib/aia/__tests__/versioning.test.ts,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,SOURCE_PRESERVED_COVERED,2026-06-04,Frozen app source for migration/tombstone/public-claim repair only; not a live product feature lane.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM_ORG/12_PUBLIC_SITE/book-pwa/src/lib/aia/consistency.ts,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,SOURCE_PRESERVED_COVERED,2026-06-04,Frozen app source for migration/tombstone/public-claim repair only; not a live product feature lane.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM_ORG/12_PUBLIC_SITE/book-pwa/src/lib/aia/constitution.ts,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,SOURCE_PRESERVED_COVERED,2026-06-04,Frozen app source for migration/tombstone/public-claim repair only; not a live product feature lane.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM_ORG/12_PUBLIC_SITE/book-pwa/src/lib/aia/contradiction.ts,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,SOURCE_PRESERVED_COVERED,2026-06-04,Frozen app source for migration/tombstone/public-claim repair only; not a live product feature lane.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM_ORG/12_PUBLIC_SITE/book-pwa/src/lib/aia/dag.ts,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,SOURCE_PRESERVED_COVERED,2026-06-04,Frozen app source for migration/tombstone/public-claim repair only; not a live product feature lane.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM_ORG/12_PUBLIC_SITE/book-pwa/src/lib/aia/index.ts,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,SOURCE_PRESERVED_COVERED,2026-06-04,Frozen app source for migration/tombstone/public-claim repair only; not a live product feature lane.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM_ORG/12_PUBLIC_SITE/book-pwa/src/lib/aia/ledger.ts,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,SOURCE_PRESERVED_COVERED,2026-06-04,Frozen app source for migration/tombstone/public-claim repair only; not a live product feature lane.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM_ORG/12_PUBLIC_SITE/book-pwa/src/lib/aia/types.ts,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,SOURCE_PRESERVED_COVERED,2026-06-04,Frozen app source for migration/tombstone/public-claim repair only; not a live product feature lane.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM_ORG/12_PUBLIC_SITE/book-pwa/src/lib/aia/versioning.ts,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,SOURCE_PRESERVED_COVERED,2026-06-04,Frozen app source for migration/tombstone/public-claim repair only; not a live product feature lane.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM_ORG/12_PUBLIC_SITE/book-pwa/src/lib/aia/worldview.test.ts,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,SOURCE_PRESERVED_COVERED,2026-06-04,Frozen app source for migration/tombstone/public-claim repair only; not a live product feature lane.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM_ORG/12_PUBLIC_SITE/book-pwa/src/lib/aia/worldview.ts,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,SOURCE_PRESERVED_COVERED,2026-06-04,Frozen app source for migration/tombstone/public-claim repair only; not a live product feature lane.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM_ORG/12_PUBLIC_SITE/book-pwa/src/lib/graph.test.ts,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,SOURCE_PRESERVED_COVERED,2026-06-04,Frozen app source for migration/tombstone/public-claim repair only; not a live product feature lane.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM_ORG/12_PUBLIC_SITE/book-pwa/src/lib/graph.ts,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,SOURCE_PRESERVED_COVERED,2026-06-04,Frozen app source for migration/tombstone/public-claim repair only; not a live product feature lane.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM_ORG/12_PUBLIC_SITE/book-pwa/src/lib/prisma.ts,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,SOURCE_PRESERVED_COVERED,2026-06-04,Frozen app source for migration/tombstone/public-claim repair only; not a live product feature lane.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM_ORG/12_PUBLIC_SITE/book-pwa/src/lib/store.ts,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,SOURCE_PRESERVED_COVERED,2026-06-04,Frozen app source for migration/tombstone/public-claim repair only; not a live product feature lane.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM_ORG/12_PUBLIC_SITE/book-pwa/src/lib/tree.ts,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,SOURCE_PRESERVED_COVERED,2026-06-04,Frozen app source for migration/tombstone/public-claim repair only; not a live product feature lane.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM_ORG/12_PUBLIC_SITE/book-pwa/src/proxy.ts,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,SOURCE_PRESERVED_COVERED,2026-06-04,Frozen app source for migration/tombstone/public-claim repair only; not a live product feature lane.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM_ORG/12_PUBLIC_SITE/book-pwa/tsconfig.json,structured-data-or-config,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,SOURCE_PRESERVED_COVERED,2026-06-04,Frozen app source for migration/tombstone/public-claim repair only; not a live product feature lane.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM_ORG/12_PUBLIC_SITE/book-pwa/vitest.config.ts,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,SOURCE_PRESERVED_COVERED,2026-06-04,Frozen app source for migration/tombstone/public-claim repair only; not a live product feature lane.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/burrisphere/index.html,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/canon/index.html,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/canon/the-burrisphere/index.html,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/canon/the-complete-ontology-of-reality/index.html,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/canon/the-five-plus-one-constitution/index.html,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/canon/the-generative-table/index.html,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/canon/the-geometric-ontology-of-reality/index.html,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/canon/the-logarithmic-realignment/index.html,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/canon/the-ontology-index/index.html,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/canon/the-reciprocal-public-edition/index.html,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/cascade.html,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/complete-ontology/index.html,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/cosmology/index.html,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/dasein/index.html,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/deploy.sh,executable-or-shell,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/dimensions/dimensions.css,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/dimensions/dimensions.js,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/docs/superpowers/specs/2026-06-05-numbered-doctrine-spine-design.md,markdown-document,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/epistemology/index.html,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/finity-papers/index.html,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/five-plus-one/index.html,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/formal/00-correction-wolfram-nks/index.html,web-source,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
