path,kind,zone,mutability,lead_agentz,support_agentz,agentz_passes,status,last_checked,route,receipt
01_EMERGENTISM_ORG/91_COMPATIBILITY,folder,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM/15_EFR_WOLFRAM_NKS_INTEGRATION.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM/16_EFR_TRANSCENDENTALS.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM/17_EFR_ONTOLOGY_COMPLETE.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM/18_EFR_METHODOLOGY_COMPLETE.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM/19_EFR_GEOMETRIC_EXCLUSION.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM/20_EFR_OPERATORS_ON_COMPLEX_PLANE.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM/21_TRIADIC_STABILITY_CORRESPONDENCE.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM/22_POWER_MAX_DEMONSTRATION.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM/23_DIMENSIONAL_CLOSURE_PROOF.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM/24_GEOMETRIC_EXCLUSION_CONVERGENCE.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM/25_STEEL_THREAD.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM/25_THE_DERIVATION_AXIOMS.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM/26_NASH_EQUILIBRIUM_ETA_ZERO.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM/27_DIMENSIONAL_ARCHITECTURE_CLARIFICATION.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM/27_EFR_HYGIENE_BOUNDARY_THEOREM.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM/28_D4_D5_CANONICAL_REFERENCE.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM/29_PRIMITIVES_AND_TYPE_SIGNATURES.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM/30_OPERATIONAL_DEFINITIONS.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM/31_FALSIFIERS_INDEX.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM/32_THEOREM_UPGRADE_PROTOCOL.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM/33_PHI_METER_V1_SPEC.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM/34_RUNTIME_LENS_V1_SPEC.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM/35_ADOPTION_LENS_V1_SPEC.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM/AGENTS.md,markdown-front-door,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM/CLAUDE.md,markdown-front-door,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM/README.md,markdown-front-door,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM/_MOVED.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/02_THE_DERIVATION/00_A_SQUARE_CANNOT_BE_NEGATIVE.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/02_THE_DERIVATION/00_THE_CORE_CONJECTURE.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/02_THE_DERIVATION/01_THE_ROSETTA_QUESTION.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/02_THE_DERIVATION/02_THE_SERPENT_IS_F5.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/02_THE_DERIVATION/03_WHY_THE_CONSTRAINT_MATTERS.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/02_THE_DERIVATION/04_WHAT_THE_CORPUS_REVEALS.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/02_THE_DERIVATION/05_EXHAUSTIVE_OBSERVATIONS.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/02_THE_DERIVATION/06_THE_UNSAID.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/02_THE_DERIVATION/06_WHAT_REMAINS_UNSEEN.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/02_THE_DERIVATION/07_THE_FOUR_FORCES_ARE_THE_FOUR_LINES.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/02_THE_DERIVATION/07_WHAT_WE_HAVENT_SAID.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/02_THE_DERIVATION/08A_PATH_D_COMPUTATION.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/02_THE_DERIVATION/08_THE_LAGRANGIAN_QUESTION.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/02_THE_DERIVATION/09_PATH_D_THE_AMGM_GEOMETRY.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/02_THE_DERIVATION/09_PHASE_ZERO_COMPLETE.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/02_THE_DERIVATION/10_THE_SPECTRUM_RESULTS.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/02_THE_DERIVATION/11_PATHS_ABC_ANALYSIS.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/02_THE_DERIVATION/12_LOG_FORM_OF_THE_POWER_MAX_LEMMA.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/02_THE_DERIVATION/13_LOG_FORM_OF_THE_POWER_MAX_LEMMA.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/02_THE_DERIVATION/14_OPERATOR_CONSISTENCY_AUDIT.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/02_THE_DERIVATION/90_ARCHIVE/AGENTS.md,markdown-front-door,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/02_THE_DERIVATION/90_ARCHIVE/CLAUDE.md,markdown-front-door,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/02_THE_DERIVATION/90_ARCHIVE/HOSTILE_FORMALIZATION_TRACK_1_DRAFT.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/02_THE_DERIVATION/90_ARCHIVE/OPERATOR_CONSISTENCY_AUDIT_TRACK_2.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/02_THE_DERIVATION/90_ARCHIVE/PREDICTION_REGISTER_TRACK_3.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
